Gene	Chromosome	Start	End
YMR127C	13	522327	523344
YMR128W	13	523694	527498
YMR129W	13	527802	531816
YMR130W	13	532117	533026
YMR131C	13	533161	534697
YMR132C	13	534942	535569
YMR133W	13	536205	537608
YMR134W	13	537836	538550
YMR135C	13	538687	540055
YMR135W	13	539909	540443
YMR136W	13	541197	542880
YMR137C	13	542976	544962
YMR138W	13	545153	545729
YMR139W	13	546123	547236
YMR140W	13	547712	549182
YMR141C	13	549734	550043
YMR142C	13	550204	551206
YMR141W	13	550909	551134
YMR143W	13	551926	552902
YMR144W	13	553360	554389
YMR145C	13	554791	556474
YMR146C	13	557479	558523
YMR147W	13	559197	559869
YMR148W	13	560364	560811
YMR149W	13	560994	561855
YMR150C	13	561954	562527
YMR151W	13	562504	562942
YMR152W	13	563094	564192
YMR153W	13	564433	565861
YMR153C	13	565572	565908
YMR154C	13	565997	568181
YMR155W	13	568549	570193
YMR156C	13	570298	571015
YMR157C	13	571275	572043
YMR158W	13	572246	572714
YMR158C	13	573192	573330
YMR158W	13	574469	574790
YMR159C	13	574474	574927
YMR160W	13	575064	577515
YMR161W	13	577716	578391
YMR162C	13	578949	583920
YMR163C	13	584269	586387
YMR164C	13	587272	589549
YMR165C	13	590038	592627
YMR166C	13	593365	594472
YMR167W	13	594884	597194
YMR168C	13	597330	599157
YMR169C	13	599350	600871
YMR170C	13	601560	603081
YMR171C	13	603866	605519
YMR172W	13	605979	608139
YMR172C	13	607826	608210
YMR173W	13	608687	609980
YMR173W	13	608895	610080
YMR174C	13	610157	610364
YMR175W	13	611014	611254
YMR175W	13	611312	611507
YMR176W	13	611738	615974
YMR177W	13	616564	618097
YMR178W	13	618477	619302
YMR179W	13	619856	622133
YMR180C	13	622249	623212
YMR181C	13	623614	624079
YMR182C	13	624530	625166
YMR182W	13	625809	625896
snR83	13	626347	626653
YMR183C	13	626919	627807
YMR184W	13	628187	628784
YMR185W	13	629023	631969
YMR186W	13	632353	634471
YMR187C	13	634687	635983
YMR188C	13	636289	637003
YMR189W	13	637498	640603
YMR190C	13	640913	645257
YMR191W	13	645654	646776
YMR192W	13	647116	649279
YMR193W	13	650034	650811
YMR193C	13	651070	651457
YMR194W	13	651143	651909
snR11	13	652273	652531
YMR194C	13	652592	652886
YMR194C	13	652910	653135
YMR195W	13	654032	654416
YMR196W	13	655074	658341
YMR197C	13	658543	659197
YMR198W	13	659743	661528
YMR199W	13	662642	664283
YMR200W	13	664750	665521
YMR201C	13	665843	667043
RNA170	13	667286	667455
YMR202W	13	667535	668204
YMR203W	13	668490	669654
YMR204C	13	670061	671324
YMR205C	13	671885	674765
YMR206W	13	675894	676836
YMR207C	13	677191	683563
YMR208W	13	684465	685797
YMR209C	13	685909	687283
YMR210W	13	687514	688864
YMR211W	13	689081	690509
YMR212C	13	690693	693042
YMR213W	13	693379	695152
YMR214W	13	695348	696482
YMR215W	13	696794	698369
YMR216C	13	698809	701038
YMR217W	13	701788	703366
YMR218C	13	703577	706886
YMR219W	13	707131	712108
YMR220W	13	712314	713670
YMR221C	13	713929	715444
YMR222C	13	715636	716308
YMR223W	13	716713	718129
YMR224C	13	718573	720652
YMR225C	13	720958	721402
YMR226C	13	721591	722395
YMR227C	13	722611	724384
YMR228W	13	724624	725650
YMR229C	13	725932	731122
YMR230W	13	732412	733140
YMR230W	13	733266	733455
YMR231W	13	733543	736633
YMR232W	13	736924	738958
YMR233W	13	739183	739864
YMR234W	13	740264	741311
YMR235C	13	741510	742734
YMR236W	13	742969	743443
YMR237W	13	743747	745922
YMR238W	13	746351	747728
YMR239C	13	748260	749676
YMR240C	13	749928	751239
YMR241W	13	751959	752904
YMR242C	13	753223	754219
YMR242W	13	754295	754385
YMR243C	13	754836	756165
YMR244W	13	757248	758316
YMR244C	13	758515	758830
YMR245W	13	758561	759182
YMR246W	13	759805	761890
snR86	13	762108	763112
YMR247C	13	763349	768038
YMR247W	13	769281	769425
YMR250W	13	770799	772557
YMR251W	13	772913	774014
YMR251W	13	774750	774930
YMR252C	13	775313	775718
YMR253C	13	775944	777189
YMR254C	13	777613	777922
YMR255W	13	777999	778566
YMR256C	13	778943	779126
YMR257C	13	779627	782030
YMR258C	13	782618	784280
YMR259C	13	784619	788882
YMR260C	13	789376	789838
YMR261C	13	790203	793368
YMR262W	13	793724	794666
YMR263W	13	794917	795523
YMR264W	13	795803	796415
YMR265C	13	796538	797924
YMR266W	13	798516	801378
YMR267W	13	801770	802703
YMR268C	13	802886	804221
YMR269W	13	804454	805090
YMR270C	13	805324	806422
YMR271C	13	806863	807547
YMR272C	13	809621	810776
YMR272W	13	810464	810578
YMR272W	13	811087	811195
YMR273C	13	811231	813979
YMR274C	13	814362	815310
YMR275C	13	815649	818580
YMR276W	13	818825	819947
YMR277W	13	820254	822453
YMR278W	13	822761	824630
YMR279C	13	824727	826350
YMR280C	13	827026	831328
YMR281W	13	832337	833252
YMR282C	13	833354	835097
YMR283C	13	835324	836866
YMR284W	13	838185	839994
YMR285C	13	840142	841690
YMR286W	13	841940	842201
YMR287C	13	842434	845344
YMR288W	13	845569	848485
YMR289W	13	848683	849808
YMR290C	13	850072	851590
YMR290W	13	851420	851768
YMR291W	13	852628	854389
YMR292W	13	854793	855292
YMR293C	13	855397	856792
YMR294W	13	856964	858086
YMR294W	13	858207	858567
YMR295C	13	858295	858889
YMR296C	13	859213	860890
YMR297W	13	861920	863519
YMR298W	13	863817	864270
YMR299C	13	864410	865349
YMR300C	13	865557	867090
YMR301C	13	867553	869626
YMR302C	13	870071	872624
YMR303C	13	873289	874336
YMR304W	13	874985	878678
YMR304C	13	878778	879129
YMR305C	13	879061	880231
YMR306W	13	881157	886515
YMR306C	13	886181	886571
YMR307W	13	887001	888681
YMR307C	13	887729	887924
YMR308C	13	888950	892220
YMR309C	13	892986	895425
YMR310C	13	895714	896668
YMR311C	13	896912	897602
YMR312W	13	898403	899225
YMR313C	13	899377	901306
YMR314W	13	901707	902412
YMR315W	13	902798	903848
YMR315W	13	904284	904392
YMR316W	13	904822	905833
YMR316C	13	905659	905971
YMR316C	13	907318	907627
YMR317W	13	907361	910784
YMR318C	13	911058	912141
YMR319C	13	912877	914536
YMR320W	13	916743	917049
YMR321C	13	917576	917894
YMR322C	13	918363	919077
YMR323W	13	920085	921399
YMR324C	13	922199	922442
YMR325W	13	922638	923013
YMR326C	13	923491	923800
YNL339C	14	370	6098
YNL339W	14	895	1216
YNL339W	14	1516	2092
YNL338W	14	6560	6719
YNL337W	14	7164	7419
YNL336W	14	8329	9475
YNL335W	14	11451	12129
YNL334C	14	12207	12876
YNL333W	14	13266	14163
YNL332W	14	14831	15854
YNL331C	14	16117	17248
YNL330C	14	18000	19302
YNL329C	14	19540	22633
YNL328C	14	22833	23274
YNL327W	14	24046	27172
YNL326C	14	27335	28346
YNL325C	14	28737	31377
YNL324W	14	31048	31444
YNL323W	14	31942	33187
YNL322C	14	33292	34234
YNL321W	14	34694	37421
YNL320W	14	37698	38553
YNL319W	14	38640	39081
YNL318C	14	38705	40328
YNL317W	14	40617	42015
YNL316C	14	42069	43074
YNL315C	14	43322	44279
YNL314W	14	44445	45213
YNL313C	14	45306	48021
YNL312W	14	48285	49215
YNL311C	14	49395	51687
YNL310C	14	51905	52430
YNL309W	14	52660	53923
YNL308C	14	54120	55896
YNL307C	14	56445	57573
YNL306W	14	58154	58808
YNL305C	14	58897	59791
YNL304W	14	60296	61550
YNL303W	14	61509	61857
YNL302C	14	61957	62943
YNL301C	14	63569	64562
YNL300W	14	65743	66052
YNL299W	14	66516	68445
YNL298W	14	68914	71443
YNL297C	14	71672	76583
YNL296W	14	76272	76587
YNL295W	14	76945	78520
YNL294C	14	78658	80260
YNL293W	14	80639	82541
YNL292W	14	82805	84017
YNL291C	14	84168	85815
YNL290W	14	86217	87240
YNL289W	14	87896	88736
snR40	14	89209	89306
YNL288W	14	90302	91424
YNL287W	14	91993	94801
YNL286W	14	95222	96080
YNL285W	14	96172	96544
YNL284C	14	98720	102232
YNL284C	14	100909	102232
YNL284C	14	103133	104102
YNL283C	14	105183	106695
YNL282W	14	107686	108274
YNL281W	14	108466	108928
YNL280C	14	109094	110411
YNL279W	14	110916	112902
YNL278W	14	113270	116453
YNL277W	14	116678	116867
YNL277W	14	117348	118809
YNL276C	14	118430	118826
YNL275W	14	119267	120998
YNL274C	14	121117	122170
YNL273W	14	122882	126599
YNL272C	14	126804	129084
YNL271C	14	129522	135384
YNL270C	14	135940	137662
YNL269W	14	137699	138095
YNL268W	14	138550	140386
YNL267W	14	140878	144079
YNL266W	14	144245	144665
YNL265C	14	144280	145282
YNL264C	14	145563	146616
YNL263C	14	146896	147841
YNL262W	14	148212	154881
YNL261W	14	155100	156540
YNL260C	14	156859	157456
YNL259C	14	157644	157866
YNL258C	14	158109	160374
YNL257C	14	160631	164321
YNL256W	14	164623	167098
YNL255C	14	167329	167791
YNL254C	14	168043	169249
YNL253W	14	170018	171287
YNL252C	14	171441	172287
YNL251C	14	172588	174316
YNL250W	14	175410	179349
YNL249C	14	179394	181023
YNL248C	14	181361	182609
YNL247W	14	182875	185179
YNL246W	14	185460	186350
YNL245C	14	186346	186886
YNL244C	14	187170	187497
YNL243W	14	188051	190958
YNL242W	14	191324	196103
YNL241C	14	196426	197944
YNL240C	14	198502	199978
YNL239W	14	200569	201934
YNL238W	14	202428	204873
YNL237W	14	205188	206568
YNL236W	14	206930	209855
YNL235C	14	209548	209980
YNL234W	14	210233	211514
YNL233W	14	211922	214601
YNL232W	14	214923	215802
YNL231C	14	215987	217043
YNL230C	14	217523	218663
YNL229C	14	219137	220202
YNL228W	14	220645	221422
YNL227C	14	220659	222432
YNL226W	14	222239	222650
YNL225C	14	222724	224470
YNL224C	14	224796	227100
YNL223W	14	227370	228855
YNL222W	14	229094	229715
snR19	14	230105	230673
YNL221C	14	231068	233696
YNL220W	14	234413	235715
YNL219C	14	235996	237664
YNL218W	14	238238	240002
YNL217W	14	240331	241312
YNL216W	14	241689	244173
YNL215W	14	244468	245431
YNL214W	14	245617	246217
YNL213C	14	246460	247105
YNL212W	14	247461	249810
YNL211C	14	250055	250316
YNL210W	14	250931	251744
YNL209W	14	252059	253901
YNL208W	14	254418	255018
YNL207W	14	255353	256631
YNL206C	14	256788	258156
YNL205C	14	258155	258578
YNL204C	14	258375	259278
YNL203C	14	259439	260051
YNL202W	14	259578	260457
YNL201C	14	260627	263204
YNL200C	14	263713	264454
YNL199C	14	264926	266531
YNL198C	14	266514	266817
YNL197C	14	267608	269594
YNL196C	14	270275	271172
YNL195C	14	271523	272309
YNL194C	14	272710	273616
YNL193W	14	274368	276045
YNL192W	14	276502	279898
YNL191W	14	280432	281506
YNL190W	14	282395	283010
YNL189W	14	284260	285889
YNL188W	14	286308	287610
YNL187W	14	287995	289069
YNL186W	14	289499	291878
YNL185C	14	292194	292671
YNL184C	14	292558	292885
YNL183C	14	293138	295511
YNL182C	14	295961	297629
YNL181W	14	298336	299560
YNL180C	14	299655	300651
YNL179C	14	300667	301105
YNL178W	14	302681	303404
YNL177C	14	303687	304617
YNL176C	14	305071	306982
YNL175C	14	307402	308614
YNL174W	14	308075	308648
YNL173C	14	308958	310059
YNL172W	14	310637	315884
YNL171C	14	315630	315999
YNL170W	14	315979	316375
YNL169C	14	316170	317673
YNL168C	14	318031	318811
YNL167C	14	319417	321361
YNL166C	14	322220	323567
YNL165W	14	323833	325054
YNL164C	14	325266	326322
YNL163C	14	326742	330075
YNL162W	14	330330	330549
YNL162W	14	331323	332156
YNL161W	14	332598	334869
YNL160W	14	336546	337611
YNL159C	14	338479	339349
YNL158W	14	339613	340210
YNL157W	14	340353	340860
YNL156C	14	341070	341970
YNL155W	14	342517	343342
YNL154C	14	343637	345278
YNL153C	14	345670	346060
YNL152W	14	346314	347544
YNL151C	14	347767	348523
YNL150W	14	349252	349660
YNL149C	14	349368	349758
YNL148C	14	349908	350673
YNL147W	14	350941	351385
YNL146C	14	351387	351582
YNL146W	14	351716	352019
YNL145W	14	352415	352532
YNL144C	14	352821	355044
YNL144W	14	353062	353146
YNL143C	14	356795	357188
YNL142W	14	357454	358954
YNL141W	14	359597	360641
YNL140C	14	360918	361488
YNL139C	14	360925	365719
YNL138W	14	366034	366414
YNL138W	14	366742	368323
YNL137C	14	368596	370057
YNL136W	14	370369	371647
YNL135C	14	371883	372228
YNL134C	14	372452	373583
YNL133C	14	374172	374694
YNL132W	14	375322	378493
YNL131W	14	378768	379227
YNL130C	14	379559	380833
YNL130C	14	381246	381393
YNL129W	14	381481	382204
YNL128W	14	382360	383665
YNL127W	14	383988	386850
YNL126W	14	387228	389769
YNL125C	14	390147	392169
YNL124W	14	392893	394372
YNL123W	14	394686	397680
YNL122C	14	398024	398372
YNL121C	14	398685	400539
YNL120C	14	401034	401520
YNL119W	14	401041	402523
YNL118C	14	402653	405566
YNL117W	14	406359	408024
YNL116W	14	408342	409911
YNL115C	14	410120	412055
YNL114C	14	412685	413057
YNL113W	14	412772	413201
YNL112W	14	413640	416283
YNL111C	14	416941	417304
YNL110C	14	417827	418490
YNL109W	14	418965	419511
YNL108C	14	419015	419828
YNL107W	14	420099	420780
YNL106C	14	420945	424497
YNL105W	14	424156	424585
YNL104C	14	424896	426756
YNL103W	14	426720	426810
YNL103W	14	427736	429755
YNL102W	14	430088	434495
YNL101W	14	435000	437142
YNL100W	14	437614	438319
YNL099C	14	438568	439285
YNL098C	14	439603	440572
YNL097C	14	440798	440921
YNL097C	14	441367	442360
YNL097W	14	441432	441588
YNL096C	14	443399	444317
YNL095C	14	444913	446842
YNL094W	14	447612	449376
YNL093W	14	449869	450532
YNL092W	14	450872	452075
YNL091W	14	452409	456132
YNL090W	14	456566	457145
YNL089C	14	456694	457171
YNL088W	14	457705	461992
YNL087W	14	462412	465949
YNL086W	14	466335	466644
YNL085W	14	467132	469625
YNL084C	14	470054	471104
YNL083W	14	471378	472863
YNL082W	14	473392	476014
YNL081C	14	476189	476621
YNL080C	14	476933	478034
YNL079C	14	478567	479167
YNL078W	14	479769	480993
YNL077W	14	481392	482979
YNL076W	14	483557	485312
YNL075W	14	485608	486481
YNL074C	14	486767	488126
YNL073W	14	488387	490118
YNL072W	14	490318	491242
YNL071W	14	491524	492973
YNL070W	14	493367	493550
YNL069C	14	493957	495003
YNL068C	14	495702	498291
YNL067W	14	498539	498686
YNL067W	14	499418	499559
YNL067W	14	499682	500258
YNL066W	14	501516	502779
YNL065W	14	503725	505486
YNL064C	14	505869	507099
YNL063W	14	507759	508704
YNL062C	14	508777	510214
YNL061W	14	510541	512398
YNL059C	14	512669	514937
YNL058C	14	515764	516715
YNL057W	14	516404	516737
YNL056W	14	517250	517844
YNL055C	14	517995	518847
YNL054W	14	519457	520780
YNL054W	14	519457	524708
YNL054W	14	526087	529585
YNL053W	14	529943	531413
YNL052W	14	531726	532188
YNL051W	14	532660	533872
YNL050C	14	534080	534984
YNL049C	14	535282	537913
YNL048W	14	538174	539821
YNL047C	14	539912	541883
YNL046W	14	542305	542824
YNL045W	14	542964	544980
YNL044W	14	545269	545879
YNL043C	14	545590	545911
YNL042W	14	547114	547372
YNL042W	14	548101	549292
YNL041C	14	549469	551989
YNL040W	14	553381	554752
YNL039W	14	555049	556834
YNL038W	14	557021	557785
YNL037C	14	557921	559004
YNL036W	14	559815	560481
YNL035C	14	568523	569693
YNL034W	14	570478	572317
YNL033W	14	573000	573855
YNL032W	14	574507	575353
YNL031C	14	575641	576052
YNL030W	14	576728	577040
YNL029C	14	577206	578775
YNL028W	14	578680	578998
YNL027W	14	579581	581618
YNL026W	14	581921	583376
YNL025C	14	584321	585293
NME1	14	585588	585928
snR66	14	586091	586177
YNL024C	14	586603	586822
YNL024C	14	587108	587849
YNL023C	14	588264	591162
YNL022C	14	591428	592901
YNL021W	14	593228	595349
YNL020C	14	595624	597541
YNL019C	14	598377	599232
YNL018C	14	599937	601776
YNL017C	14	602139	602478
YNL016W	14	602908	604270
YNL015W	14	605385	605613
YNL014W	14	606320	609455
YNL013C	14	609134	609512
YNL012W	14	609687	611667
YNL011C	14	611837	613172
YNL010W	14	613636	614362
YNL009W	14	614822	616085
YNL008C	14	616212	618222
YNL007C	14	618509	619568
YNL006W	14	620069	620981
YNL005C	14	621315	622431
YNL004W	14	622917	624624
YNL003C	14	624977	625832
YNL002C	14	626176	627145
YNL001W	14	627458	628619
YNR001C	14	629624	631064
YNR001W	14	631265	631484
YNR002C	14	633010	633859
YNR003C	14	634346	635300
YNR003W	14	634422	634521
YNR004W	14	635945	636386
YNR005C	14	636933	637338
YNR006W	14	636988	638857
YNR007C	14	639184	640117
YNR008W	14	640398	642384
YNR009W	14	642692	643442
YNR010W	14	643746	644196
YNR011C	14	644322	646953
YNR012W	14	647434	648940
YNR013C	14	649030	651715
YNR014W	14	652467	653106
YNR015W	14	653389	654544
YNR016C	14	654675	661377
YNR017W	14	662915	663584
YNR018W	14	664272	664947
YNR019W	14	665341	667270
YNR020C	14	667412	668225
YNR021W	14	668379	669594
YNR022C	14	669776	670196
YNR023W	14	670420	672121
YNR024W	14	672411	672972
YNR025C	14	672704	673064
YNR026C	14	673276	674692
YNR027W	14	674925	675879
YNR028W	14	676179	677106
YNR029C	14	677201	678491
YNR030W	14	678801	680457
YNR031C	14	680696	685436
YNR032W	14	686012	687119
YNR032C	14	687245	687467
YNR033W	14	687637	690001
YNR034W	14	690323	691289
YNR034W	14	692563	692860
YNR035C	14	693021	694050
YNR036C	14	694363	694825
YNR037C	14	695054	695330
YNR038W	14	695597	697487
YNR039C	14	697616	699434
YNR040W	14	699692	700463
YNR041C	14	700543	701662
YNR042W	14	701240	701669
YNR043W	14	701897	703088
YNR044W	14	703701	705879
YNR045W	14	706141	707611
YNR046W	14	707790	708198
YNR047W	14	708525	711207
YNR048W	14	711632	712814
YNR049C	14	713025	713658
YNR050C	14	714050	715391
snR49	14	716122	716287
YNR051C	14	716782	718330
YNR052C	14	719348	720650
YNR053C	14	721122	723114
snR191	14	721939	722213
YNR054C	14	723357	724308
YNR055C	14	728427	730188
YNR056C	14	731618	733304
YNR057C	14	733356	734070
YNR058W	14	734291	735734
YNR059W	14	736803	738546
YNR060W	14	739951	742111
YNR061C	14	742881	743541
YNR062C	14	744360	745344
YNR063W	14	746943	748767
YNR064C	14	749136	750009
YNR065C	14	750350	753701
YNR066C	14	753725	755036
YNR067C	14	755746	759100
YNR068C	14	760067	760886
YNR069C	14	761123	762593
YNR070W	14	765375	769377
YNR071C	14	770440	771469
YNR072W	14	772657	774352
YNR073C	14	774792	776301
YNR074C	14	777602	778739
YNR075W	14	779916	781041
YNR075C	14	781511	781604
YNR076W	14	781918	782281
YNR077C	14	783287	783542
YOL166W	15	84	636
YOL166C	15	999	1225
YOL165C	15	1646	2078
YOL164W	15	4129	4312
YOL164W	15	6174	8115
YOL162W	15	9617	10333
YOL163W	15	9936	10605
YOL161C	15	11547	11910
YOL160W	15	14311	14653
YOL159C	15	15231	15504
YOL159C	15	17279	17795
YOL158C	15	19489	21310
YOL157C	15	22523	24293
YOL156W	15	25271	26975
YOL155W	15	27082	27217
YOL155C	15	28701	31605
YOL154W	15	34656	35406
YOL153C	15	36820	38566
YOL152W	15	40746	42609
YOL151W	15	43692	44721
YOL150C	15	44471	44783
YOL149W	15	44936	45632
YOL148C	15	45758	47573
YOL147C	15	47931	48642
YOL146W	15	48862	49447
YOL145C	15	49553	52787
YOL144W	15	53096	54551
YOL143C	15	54593	55103
YOL142W	15	55556	56279
YOL141W	15	56450	58538
YOL140W	15	58758	60030
YOL139C	15	60382	61024
YOL138C	15	61324	65350
YOL137W	15	65620	67114
YOL136C	15	67560	68754
YOL135C	15	69375	70044
YOL134C	15	70155	70545
YOL133W	15	70324	70690
YOL132W	15	71299	72715
YOL131W	15	73030	73357
YOL130W	15	74399	76979
YOL129W	15	77559	78114
YOL128C	15	78351	79479
YOL127W	15	80347	81190
YOL126C	15	81786	82920
YOL125W	15	83833	85264
YOL124C	15	85455	86757
YOL123W	15	87843	89448
YOL122C	15	89691	91419
YOL121C	15	92025	92850
YOL120C	15	93394	94402
YOL119C	15	94855	96361
YOL118C	15	96607	96916
YOL117W	15	97550	99488
YOL116W	15	99808	100574
YOL115W	15	101474	103229
YOL114C	15	103316	103925
YOL113W	15	104325	106293
YOL112W	15	106709	108188
YOL111C	15	108257	108896
YOL110W	15	109175	109889
YOL109W	15	110296	110638
YOL108C	15	111430	111886
YOL107W	15	112101	113130
YOL106W	15	113225	113579
YOL105C	15	114137	115808
YOL104C	15	116395	117454
YOL103W	15	117999	123268
YOL103W	15	117999	119322
YOL103W	15	124000	125830
YOL102C	15	125996	126689
YOL101C	15	126981	127920
YOL100W	15	129236	132482
YOL099C	15	132016	132508
YOL098C	15	132724	135838
snR58	15	136087	136183
YOL097W	15	136219	136405
YOL097C	15	136526	137825
YOL096C	15	138106	139045
YOL095C	15	139226	141347
YOL094C	15	141583	142555
YOL093W	15	142814	143696
YOL092W	15	144203	145130
YOL091W	15	145333	147163
YOL090W	15	147381	150276
YOL089C	15	150397	153490
YOL088C	15	153911	154745
YOL087C	15	155286	158637
YOL086W	15	159172	159445
YOL086C	15	159547	160594
YOL085W	15	161578	161791
YOL085C	15	161672	162014
YOL084W	15	162355	165331
YOL083W	15	165713	166952
YOL083C	15	166460	166601
YOL082W	15	168726	169974
YOL081W	15	171069	180309
YOL080C	15	180557	181427
YOL079W	15	181056	181455
YOL078W	15	181681	185212
YOL077W	15	185437	185644
YOL077C	15	185847	186723
YOL076W	15	187023	189414
YOL075C	15	189657	193542
YOL073C	15	193831	194800
YOL072W	15	194969	196337
YOL071W	15	196506	196995
YOL070C	15	197219	198725
YOL069W	15	198941	200297
YOL068C	15	200367	201879
YOL067C	15	201984	202518
YOL066C	15	202695	204471
YOL065C	15	204730	205885
YOL064C	15	206102	207176
YOL063C	15	207391	210265
YOL062C	15	210519	211995
YOL061W	15	212243	213734
YOL060C	15	214016	216137
YOL059W	15	217125	218448
YOL058W	15	219209	220472
YOL057W	15	220765	222901
YOL056W	15	223266	224178
YOL055C	15	224418	226074
YOL054W	15	228612	229833
YOL053W	15	230083	231271
YOL052C	15	231568	231754
YOL052C	15	232444	233635
snR81	15	234344	234545
YOL051W	15	234938	238184
YOL050C	15	237880	238201
YOL049W	15	238617	240093
YOL048C	15	240202	241309
YOL047C	15	241612	242746
YOL046C	15	243464	244139
YOL045W	15	243495	246801
YOL044W	15	247148	248300
YOL043C	15	248390	249533
YOL042W	15	249823	250915
YOL041C	15	251265	252645
YOL040C	15	253147	253576
YOL039W	15	254295	254616
YOL038C	15	254924	255020
YOL038W	15	255335	256100
YOL037C	15	256664	257018
YOL036W	15	256743	259029
YOL035C	15	258801	259104
snR50	15	259489	259579
YOL034W	15	259923	263205
YOL033W	15	263475	265086
YOL032W	15	265429	266170
YOL031C	15	266264	267530
YOL030W	15	268187	269642
YOL029C	15	269815	270421
YOL028C	15	270633	271371
YOL027C	15	272003	273725
YOL026C	15	274012	274354
YOL025W	15	274957	276940
YOL024W	15	277086	277605
YOL023W	15	278056	280087
YOL022C	15	280272	281499
YOL021C	15	282421	285427
YOL020W	15	286172	287951
YOL019W	15	288420	288573
YOL019W	15	288898	290554
YOL018C	15	290881	292075
YOL017W	15	292529	294674
YOL016C	15	294777	296121
YOL015W	15	297078	298839
YOL014W	15	299693	300068
YOL013W	15	300690	300981
YOL013W	15	301047	301239
YOL013C	15	301380	303036
YOL012C	15	303579	303984
YOL011W	15	305349	307410
YOL010W	15	307938	309042
YOL009C	15	309324	310140
YOL008W	15	310312	310936
YOL007C	15	311342	312368
YOL006C	15	313078	315388
YOL005C	15	315813	316176
YOL004W	15	316938	321549
YOL003C	15	321858	322995
YOL002C	15	323411	324365
YOL001W	15	325249	326131
YOR001W	15	326832	329034
YOR002W	15	329417	331052
YOR003W	15	331455	332892
YOR004W	15	333592	334357
YOR005C	15	334509	337344
YOR006C	15	337680	338622
YOR007C	15	338938	339979
YOR008C	15	341278	342415
YOR008C	15	342857	343082
YOR008W	15	343928	344030
YOR009W	15	344334	345798
YOR010C	15	346194	346950
YOR011W	15	349678	353863
YOR011W	15	355651	355858
YOR012W	15	356542	356956
YOR013W	15	356750	357221
YOR014W	15	357673	359947
YOR015W	15	359992	360352
YOR016C	15	360460	361084
YOR017W	15	361411	363814
YOR018W	15	364368	366882
YOR019W	15	368126	370319
YOR020C	15	370523	370844
YOR020W	15	371684	371957
YOR021C	15	372797	373439
YOR022C	15	373709	375857
YOR023C	15	376011	377712
YOR024W	15	377846	378170
YOR025W	15	378218	379562
YOR026W	15	379780	380806
YOR027W	15	381052	382822
YOR028C	15	383532	384420
YOR029W	15	384599	384935
YOR030W	15	386824	388684
YOR031W	15	389212	389422
YOR032C	15	389770	391075
YOR032W	15	392175	392376
YOR033C	15	392415	394524
YOR034C	15	394836	397086
YOR034C	15	397425	397668
YOR035C	15	397734	400104
YOR036W	15	400347	401214
YOR037W	15	401554	402655
YOR038C	15	402760	405388
YOR039W	15	405767	406544
YOR040W	15	407063	407921
snR9	15	407947	408134
YOR041C	15	408357	408789
YOR042W	15	408424	409660
snR62	15	409764	409864
YOR043W	15	410869	412330
YOR044W	15	413006	413480
YOR045W	15	413851	414037
YOR046C	15	414459	415908
YOR047C	15	416347	417682
YOR048C	15	418630	421651
YOR049C	15	422668	423733
YOR050C	15	424271	424619
YOR051C	15	424847	426086
YOR052C	15	426773	427226
YOR053W	15	427818	428160
YOR054C	15	427834	429859
YOR055W	15	429479	429914
YOR056C	15	430248	431628
YOR057W	15	432187	433375
YOR058C	15	433689	436347
YOR059C	15	438907	440260
YOR060C	15	440391	441165
YOR061W	15	441535	442555
YOR062C	15	442726	443533
YOR063W	15	444687	445851
YOR064C	15	446080	446740
YOR065W	15	447440	448370
YOR066W	15	449437	451327
YOR067C	15	451730	453464
YOR069W	15	453769	455797
YOR068C	15	453870	454215
YOR070C	15	455908	457822
YOR071C	15	459481	461278
YOR072W	15	461503	461818
YOR072W	15	461792	462041
YOR072W	15	464470	464632
YOR073W	15	464772	466545
YOR074C	15	466676	467591
YOR073W	15	467391	467625
YOR075W	15	468213	469254
YOR076C	15	469378	471622
YOR077W	15	471900	472599
YOR078W	15	472726	473371
YOR079C	15	473476	474418
YOR080W	15	474595	476794
YOR081C	15	476940	479190
YOR082C	15	479297	479639
YOR083W	15	479534	480422
YOR084W	15	480588	481752
YOR085W	15	482034	483087
YOR086C	15	483220	486781
YOR087W	15	487708	489736
YOR089C	15	490197	490830
YOR090C	15	491124	492843
YOR091W	15	493433	494471
YOR092W	15	495127	496969
YOR093C	15	497506	502453
YOR094W	15	502795	503347
YOR095C	15	503552	504329
YOR096W	15	505794	506768
YOR097C	15	506978	507506
YOR098C	15	507948	511179
YOR099W	15	511825	513007
YOR100C	15	513295	514279
YOR101W	15	515244	516174
YOR102W	15	516423	516774
YOR103C	15	516449	516842
YOR104W	15	517642	518491
YOR105W	15	518195	518522
YOR106W	15	519121	519973
YOR107W	15	521353	522283
YOR108W	15	523027	524842
YOR108C	15	524605	524815
YOR109W	15	525278	528602
YOR110W	15	528941	530249
YOR111W	15	530429	531128
YOR112W	15	531508	533794
YOR113W	15	534075	536820
YOR114W	15	537570	538455
YOR115C	15	538659	539466
YOR116C	15	539763	544146
YOR117W	15	545029	546334
YOR118W	15	546857	548561
YOR119C	15	548792	550247
YOR120W	15	551114	552053
YOR121C	15	551798	552104
YOR122C	15	552298	552888
YOR123C	15	553176	554571
YOR124C	15	554824	558643
YOR125C	15	559030	559732
YOR126C	15	559961	560678
YOR127W	15	561170	564194
YOR128C	15	564476	566192
YOR129C	15	566877	569559
YOR130C	15	569929	570808
YOR131C	15	572182	572839
YOR132W	15	573175	574831
